Sample_ID,Material,Cross_Section_Type,Beam_Length_m,Thickness_m,Factor_of_Safety,Moment_of_Inertia_m4,Cross_Sec_Area_m2,y_max_m,Young_Modulus_GPa,Yield_Strength_MPa,Sigma_Allow_MPa,P_Bending_kN,P_Shear_kN,P_Deflection_kN,Max_Load_kN,Governing_Criterion,Slenderness_Ratio,Max_Deflection_mm,Bending_Stress_MPa,Stress_Utilization_pct
491,Aluminum,Rectangular,8.291,0.101,2,2.97E-05,0.01540564,0.076007,69,270,135,25.421,1643.268,4.764,4.678,Deflection,81.81,27.637,25.302,9.37
492,Aluminum,Rectangular,3.599,0.358,1.5,0.004603801,0.1919125,0.268267,69,270,180,3433.088,27294.223,3923.665,3600.896,Bending,10.06,10.4971,180,66.67
493,Aluminum,Rectangular,11.421,0.102,2,3.00E-05,0.01549786,0.076234,69,270,135,18.62,1653.105,2.541,2.618,Deflection,112.36,38.0701,18.423,6.82
494,Aluminum,Rectangular,16.251,0.297,2,0.002187692,0.13229336,0.222733,69,270,135,326.382,14111.292,91.457,85.19,Deflection,54.72,54.1687,37.829,14.01
495,Aluminum,Rectangular,3.471,0.256,1.5,0.001212407,0.09848478,0.192176,69,270,180,1308.636,14006.725,1110.949,1074.443,Deflection,13.55,11.5702,152.809,56.6
496,Aluminum,Rectangular,13.955,0.147,2,0.000132192,0.03251974,0.110431,69,270,135,46.32,3468.772,7.494,7.445,Deflection,94.78,46.5179,21.84,8.09
497,Aluminum,Rectangular,10.321,0.235,3.5,0.000862064,0.08304525,0.176471,69,270,77.143,146.045,5061.806,89.338,87.08,Deflection,43.87,34.4044,47.19,17.48
498,Aluminum,Rectangular,16.165,0.1,2.5,2.85E-05,0.01511156,0.075278,69,270,108,10.133,1289.52,1.206,1.242,Deflection,161.06,53.8849,12.853,4.76
499,Aluminum,Rectangular,10.266,0.073,1.5,8.15E-06,0.00807704,0.055035,69,270,180,10.392,1148.734,0.854,0.838,Deflection,139.91,34.2211,14.796,5.48
500,Aluminum,Rectangular,4.965,0.199,3,0.000437503,0.05916102,0.148948,69,270,90,212.988,4207.006,195.957,191.259,Deflection,25,16.549,82.803,30.67
501,Aluminum,Rectangular,11.349,0.142,3.5,0.000114987,0.0303298,0.106647,69,270,77.143,29.316,1848.673,9.856,9.568,Deflection,79.81,37.8298,25.936,9.61
502,Aluminum,Rectangular,6.599,0.476,2,0.014436875,0.33984555,0.35699,69,270,135,3309.332,36250.192,3660.174,3354.95,Bending,13.86,19.8878,135,50
503,Aluminum,Rectangular,15.513,0.301,2,0.002311456,0.13598399,0.225818,69,270,135,356.304,14504.958,106.037,105.842,Deflection,51.52,51.7104,40.176,14.88
504,Aluminum,Rectangular,18.366,0.292,3,0.002056345,0.12826051,0.219312,69,270,90,183.79,9120.747,67.303,65.818,Deflection,62.81,61.2199,32.958,12.21
505,Aluminum,Rectangular,16.37,0.217,1.5,0.000627897,0.07087438,0.163027,69,270,180,169.397,10079.912,25.867,25.236,Deflection,75.31,54.5673,27.486,10.18
506,Aluminum,Rectangular,9.939,0.138,3,0.000102074,0.02857601,0.103518,69,270,90,35.714,2032.072,11.407,11.337,Deflection,72.01,33.131,28.745,10.65
507,Aluminum,Rectangular,11.42,0.179,3,0.000290109,0.04817546,0.134409,69,270,90,68.041,3425.81,24.559,23.961,Deflection,63.72,38.0664,32.484,12.03
508,Aluminum,Rectangular,7.622,0.339,2,0.003723354,0.17258862,0.254403,69,270,135,1036.863,18409.453,707.511,727.342,Deflection,22.47,25.4076,92.118,34.12
509,Aluminum,Rectangular,4.843,0.363,3,0.004891688,0.1978219,0.272366,69,270,90,1334.988,14067.335,2302.318,1350.21,Bending,13.34,9.361,90,33.33
510,Aluminum,Rectangular,8.536,0.454,2.5,0.011920577,0.30881161,0.3403,69,270,108,1772.857,26351.924,1806.244,1713.362,Bending,18.81,27.9268,108,40
511,Aluminum,Rectangular,19.703,0.113,1.5,4.64E-05,0.0192622,0.08499,69,270,180,19.941,2739.513,1.319,1.315,Deflection,173.87,65.678,11.905,4.41
512,Aluminum,Rectangular,15.187,0.419,3.5,0.00868266,0.26355508,0.314377,69,270,77.143,561.142,16064.31,415.578,411.562,Deflection,36.23,50.6248,57.132,21.16
513,Aluminum,Rectangular,9.926,0.327,2.5,0.003211203,0.16027983,0.245163,69,270,108,570.072,13677.212,359.835,361.903,Deflection,30.36,33.0861,68.171,25.25
514,Aluminum,Rectangular,11.094,0.485,3.5,0.015588369,0.35313872,0.363905,69,270,77.143,1191.491,21524.646,1398.348,1200.114,Bending,22.86,31.5088,77.143,28.57
515,Aluminum,Rectangular,19.714,0.351,3.5,0.004247778,0.18434268,0.262923,69,270,77.143,252.88,11236.125,120.665,122.077,Deflection,56.24,65.7133,36.81,13.63
516,Aluminum,Rectangular,3.675,0.063,3,4.49E-06,0.00599399,0.04741,69,270,90,9.28,426.239,3.672,3.587,Deflection,58.13,12.2485,35.611,13.19
517,Aluminum,Rectangular,18.025,0.086,3.5,1.52E-05,0.01102521,0.0643,69,270,77.143,4.045,672.013,0.516,0.524,Deflection,210.24,60.0821,9.846,3.65
518,Aluminum,Rectangular,3.993,0.392,1.5,0.006628326,0.23027506,0.293859,69,270,180,4066.742,32750.231,4588.509,4038.021,Bending,10.19,11.7979,180,66.67
519,Aluminum,Rectangular,10.481,0.42,3,0.008729712,0.26426823,0.314802,69,270,90,952.491,18792.407,877.327,848.122,Deflection,24.97,34.9367,82.898,30.7
520,Aluminum,Rectangular,16.747,0.446,2,0.011120384,0.29826678,0.33444,69,270,135,1072.183,31815.124,437.76,426.731,Deflection,37.56,55.822,55.119,20.41
521,Aluminum,Circular,6.398,0.101,2,5.07E-06,0.00798402,0.050412,69,270,135,8.493,851.629,1.368,1.358,Deflection,63.46,21.3271,21.747,8.05
522,Aluminum,Circular,4.555,0.207,2,8.94E-05,0.03351503,0.103287,69,270,135,102.585,3574.937,47.552,47.029,Deflection,22.05,15.185,62.578,23.18
523,Aluminum,Circular,15.479,0.343,1.5,0.000679563,0.09241015,0.171508,69,270,180,184.305,13142.777,31.313,31.216,Deflection,45.13,51.5962,30.581,11.33
524,Aluminum,Circular,19.624,0.335,3,0.00062092,0.08833294,0.167682,69,270,90,67.931,6281.453,17.801,18.455,Deflection,58.52,65.413,23.584,8.73
525,Aluminum,Circular,15.307,0.098,2.5,4.50E-06,0.00752061,0.048927,69,270,108,2.596,641.759,0.212,0.5,Deflection,156.43,51.0244,8.822,3.27
526,Aluminum,Circular,5.148,0.435,3,0.00175895,0.14867284,0.217541,69,270,90,565.442,10572.291,732.771,568.854,Bending,11.83,13.2412,90,33.33
527,Aluminum,Circular,19.851,0.083,2.5,2.30E-06,0.00537181,0.041351,69,270,108,1.208,458.395,0.064,0.5,Deflection,240.04,66.1712,5.749,2.13
528,Aluminum,Circular,7.496,0.146,2.5,2.21E-05,0.01667052,0.072845,69,270,108,17.497,1422.551,4.346,4.598,Deflection,51.45,24.9853,26.823,9.93
529,Aluminum,Circular,15.737,0.234,3,0.000146516,0.04290896,0.116869,69,270,90,28.68,3051.304,6.532,6.673,Deflection,67.33,52.456,20.497,7.59
530,Aluminum,Circular,13.97,0.167,1.5,3.83E-05,0.02193784,0.083565,69,270,180,23.621,3120.049,2.167,2.21,Deflection,83.59,46.5658,16.51,6.11
531,Aluminum,Circular,17.736,0.05,2.5,3.09E-07,0.00197016,0.025042,69,270,108,0.3,168.12,0.011,0.5,Deflection,354.12,59.1203,3.897,1.44
532,Aluminum,Circular,10.286,0.439,2.5,0.001824064,0.1513997,0.219527,69,270,108,348.956,12919.441,190.317,184.753,Deflection,23.43,34.2882,58.902,21.82
533,Aluminum,Circular,9.43,0.411,2.5,0.001401485,0.13270863,0.20553,69,270,108,312.392,11324.469,174.005,171.211,Deflection,22.94,31.4323,60.157,22.28
534,Aluminum,Circular,15.318,0.463,1.5,0.002258386,0.16846281,0.231567,69,270,180,458.399,23959.156,106.255,105.966,Deflection,33.08,51.0609,41.723,15.45
535,Aluminum,Circular,7.26,0.46,2,0.002194935,0.16607941,0.229923,69,270,135,710.068,17715.137,459.755,471.388,Deflection,15.79,24.1998,87.41,32.37
536,Aluminum,Circular,19.672,0.33,1.5,0.000579356,0.08532524,0.164803,69,270,180,128.664,12135.145,16.527,16.773,Deflection,59.68,65.5746,23.122,8.56
537,Aluminum,Circular,7.486,0.423,3,0.001574947,0.14068178,0.211614,69,270,90,357.934,10004.037,310.307,303.078,Deflection,17.69,24.9517,78.025,28.9
538,Aluminum,Circular,5.932,0.104,3,5.77E-06,0.00851305,0.052056,69,270,90,6.724,605.372,1.809,1.923,Deflection,56.98,19.7733,24.22,8.97
539,Aluminum,Circular,3.738,0.159,1.5,3.13E-05,0.01981876,0.079426,69,270,180,75.808,2818.668,24.701,23.304,Deflection,23.53,12.4587,58.651,21.72
540,Aluminum,Circular,12.77,0.184,2.5,5.60E-05,0.02652026,0.091879,69,270,108,20.607,2263.062,3.789,3.755,Deflection,69.5,42.5681,19.857,7.35
541,Aluminum,Circular,15.144,0.319,2.5,0.000511277,0.08015544,0.159732,69,270,108,91.305,6839.931,24.61,25.312,Deflection,47.41,50.4814,29.11,10.78
542,Aluminum,Circular,18.061,0.133,3.5,1.55E-05,0.0139763,0.066699,69,270,77.143,3.982,851.889,0.526,0.553,Deflection,135.39,60.2048,10.192,3.77
543,Aluminum,Circular,17.087,0.178,3,4.97E-05,0.0249911,0.08919,69,270,90,11.74,1777.145,1.879,1.883,Deflection,95.79,56.9558,14.407,5.34
544,Aluminum,Circular,3.146,0.424,2.5,0.001588243,0.1412744,0.212059,69,270,108,1028.607,12055.415,1772.135,1064.46,Bending,7.42,6.0859,108,40
545,Aluminum,Circular,10.791,0.382,1.5,0.001044214,0.1145512,0.190952,69,270,180,364.876,16291.726,99.005,99.792,Deflection,28.26,35.9691,48.841,18.09
546,Aluminum,Circular,16.927,0.446,1.5,0.001934277,0.15590652,0.22277,69,270,180,369.326,22173.371,74.528,75.963,Deflection,37.99,56.4239,36.323,13.45
547,Aluminum,Circular,2.453,0.363,3,0.000847647,0.10320777,0.181251,69,270,90,686.463,7339.219,1555.774,684.902,Bending,6.77,3.6072,90,33.33
548,Aluminum,Circular,4.475,0.203,3,8.40E-05,0.03248263,0.101684,69,270,90,66.422,2309.876,46.28,47.495,Deflection,22.01,14.9181,62.708,23.23
549,Aluminum,Circular,9.981,0.323,2.5,0.000535554,0.08203639,0.161595,69,270,108,143.447,7000.439,59.352,61.902,Deflection,30.88,33.2695,44.686,16.55
550,Aluminum,Circular,13.513,0.354,3,0.000774292,0.09864098,0.177196,69,270,90,116.414,7014.469,46.814,46.433,Deflection,38.13,45.043,36.192,13.4
551,Aluminum,Circular,3.876,0.223,3.5,0.000121457,0.03906761,0.111515,69,270,77.143,86.708,2381.264,89.251,86.167,Bending,17.38,12.5519,77.143,28.57
552,Aluminum,Circular,19.709,0.171,1.5,4.20E-05,0.0229743,0.085516,69,270,180,17.943,3267.455,1.194,1.131,Deflection,115.24,65.6971,11.975,4.44
553,Aluminum,Circular,2.053,0.068,2,1.04E-06,0.00362044,0.033947,69,270,135,8.084,386.18,2.733,2.717,Deflection,30.23,6.8419,45.647,16.91
554,Aluminum,Circular,10.454,0.253,3.5,0.000200196,0.05015712,0.126355,69,270,77.143,46.769,3057.196,20.225,20.41,Deflection,41.37,34.8452,33.361,12.36
555,Aluminum,Circular,10.677,0.138,2.5,1.79E-05,0.01501005,0.069122,69,270,108,10.495,1280.858,1.736,1.669,Deflection,77.23,35.5891,17.868,6.62
556,Aluminum,Circular,12.636,0.292,1.5,0.000355171,0.06680729,0.145827,69,270,180,138.783,9501.482,24.559,22.62,Deflection,43.32,42.1187,31.853,11.8
557,Aluminum,Circular,2.138,0.149,2.5,2.39E-05,0.01733869,0.07429,69,270,108,65.069,1479.568,57.782,56.942,Deflection,14.39,7.1265,95.906,35.52
558,Aluminum,Circular,10.331,0.247,2,0.000183723,0.04804926,0.123671,69,270,135,77.648,5125.255,19.003,19.445,Deflection,41.77,34.4378,33.039,12.24
559,Aluminum,Circular,7.283,0.469,1.5,0.00238085,0.17297007,0.234645,69,270,180,1003.126,24600.187,495.569,486.935,Deflection,15.52,24.276,88.924,32.93
560,Aluminum,Circular,16.728,0.289,2.5,0.000343464,0.06569704,0.14461,69,270,108,61.338,5606.147,13.551,13.898,Deflection,57.84,55.7591,23.86,8.84
561,Aluminum,I-Beam,11.133,0.443,3.5,1.00E-10,0.10419995,0.4434,69,270,77.143,0,6351.235,0,0.5,Bending,25.11,26.0451,77.143,28.57
562,Aluminum,I-Beam,10.111,0.468,3.5,1.00E-10,0.11620281,0.468242,69,270,77.143,0,7082.838,0,0.5,Bending,21.59,20.3405,77.143,28.57
563,Aluminum,I-Beam,9.102,0.24,3,1.00E-10,0.03048291,0.239823,69,270,90,0,2167.673,0,0.5,Deflection,37.95,30.3412,72.718,26.93
564,Aluminum,I-Beam,6.647,0.354,1.5,1.00E-10,0.06625755,0.353574,69,270,180,0,9423.296,0,0.5,Deflection,18.8,22.1571,146.81,54.37
565,Aluminum,I-Beam,16.828,0.48,2,1.00E-10,0.12199868,0.479777,69,270,135,0,13013.193,0,0.5,Deflection,35.08,56.0941,78.688,29.14
566,Aluminum,I-Beam,2.038,0.373,1.5,1.00E-10,0.07370178,0.372907,69,270,180,0,10482.032,0,0.5,Bending,5.46,2.421,180,66.67
567,Aluminum,I-Beam,12.868,0.359,2,1.00E-10,0.06829379,0.358965,69,270,135,0,7284.671,0,0.5,Deflection,35.85,42.8944,76.991,28.52
568,Aluminum,I-Beam,13.928,0.092,3,1.00E-10,0.00444002,0.091528,69,270,90,0,315.735,0,0.5,Deflection,152.17,46.4265,18.137,6.72
569,Aluminum,I-Beam,11.893,0.455,3,1.00E-10,0.10979299,0.455145,69,270,90,0,7807.501,0,0.5,Bending,26.13,33.7761,90,33.33
570,Aluminum,I-Beam,18.951,0.351,1.5,1.00E-10,0.06524359,0.350858,69,270,180,0,9279.089,0,0.5,Deflection,54.01,63.1702,51.098,18.93
571,Aluminum,I-Beam,13.636,0.45,3.5,1.00E-10,0.10714266,0.449618,69,270,77.143,0,6530.6,0,0.5,Bending,30.33,38.5303,77.143,28.57
572,Aluminum,I-Beam,17.727,0.376,2.5,1.00E-10,0.07484476,0.375788,69,270,108,0,6386.753,0,0.5,Deflection,47.17,59.0886,58.51,21.67
573,Aluminum,I-Beam,15.338,0.288,2.5,1.00E-10,0.04411193,0.288496,69,270,108,0,3764.218,0,0.5,Deflection,53.16,51.1255,51.915,19.23
574,Aluminum,I-Beam,2.211,0.24,2.5,1.00E-10,0.03050649,0.239915,69,270,108,0,2603.22,0,0.5,Bending,9.21,2.6571,108,40
575,Aluminum,I-Beam,10.079,0.088,2,1.00E-10,0.00410213,0.087977,69,270,135,0,437.561,0,0.5,Deflection,114.57,33.5979,24.09,8.92
576,Aluminum,I-Beam,16.701,0.08,3.5,1.00E-10,0.00341945,0.080323,69,270,77.143,0,208.424,0,0.5,Deflection,207.92,55.6701,13.274,4.92
577,Aluminum,I-Beam,14.465,0.243,2.5,1.00E-10,0.03141689,0.243469,69,270,108,0,2680.908,0,0.5,Deflection,59.41,48.2162,46.456,17.21
578,Aluminum,I-Beam,17.511,0.316,3,1.00E-10,0.05279931,0.315628,69,270,90,0,3754.618,0,0.5,Deflection,55.48,58.3712,49.747,18.42
579,Aluminum,I-Beam,16.371,0.42,3,1.00E-10,0.0935321,0.42009,69,270,90,0,6651.172,0,0.5,Deflection,38.97,54.5695,70.824,26.23
580,Aluminum,I-Beam,3.78,0.45,2,1.00E-10,0.10748887,0.450343,69,270,135,0,11465.48,0,0.5,Bending,8.39,5.1723,135,50
581,Aluminum,I-Beam,8.661,0.062,3,1.00E-10,0.00205967,0.062339,69,270,90,0,146.465,0,0.5,Deflection,138.93,28.8698,19.866,7.36
582,Aluminum,I-Beam,5.003,0.244,3,1.00E-10,0.0314864,0.243738,69,270,90,0,2239.033,0,0.5,Bending,20.53,11.1644,90,33.33
583,Aluminum,I-Beam,2.806,0.393,3,1.00E-10,0.08179886,0.392858,69,270,90,0,5816.807,0,0.5,Bending,7.14,2.1785,90,33.33
584,Aluminum,I-Beam,8.82,0.053,2.5,1.00E-10,0.00148988,0.05302,69,270,108,0,127.136,0,0.5,Deflection,166.36,29.4013,16.59,6.14
585,Aluminum,I-Beam,9.373,0.19,3.5,1.00E-10,0.01914264,0.190048,69,270,77.143,0,1166.79,0,0.5,Deflection,49.32,31.2444,55.96,20.73
586,Aluminum,I-Beam,12.444,0.302,3,1.00E-10,0.04829325,0.30186,69,270,90,0,3434.187,0,0.5,Deflection,41.22,41.48,66.951,24.8
587,Aluminum,I-Beam,5.012,0.487,2.5,1.00E-10,0.12591201,0.487411,69,270,108,0,10744.492,0,0.5,Bending,10.28,6.7236,108,40
588,Aluminum,I-Beam,3.787,0.144,2.5,1.00E-10,0.01098838,0.143989,69,270,108,0,937.675,0,0.5,Deflection,26.3,12.6248,104.928,38.86
589,Aluminum,I-Beam,8.984,0.122,2,1.00E-10,0.00788997,0.122011,69,270,135,0,841.597,0,0.5,Deflection,73.63,29.9459,37.484,13.88
590,Aluminum,I-Beam,10.781,0.109,2,1.00E-10,0.00624177,0.108522,69,270,135,0,665.788,0,0.5,Deflection,99.35,35.9377,27.781,10.29
591,Aluminum,I-Beam,4.091,0.48,3.5,1.00E-10,0.12219519,0.480163,69,270,77.143,0,7448.088,0,0.5,Bending,8.52,3.2466,77.143,28.57
592,Aluminum,I-Beam,19.907,0.295,3.5,1.00E-10,0.04625515,0.295422,69,270,77.143,0,2819.361,0,0.5,Deflection,67.39,66.3581,40.958,15.17
593,Aluminum,I-Beam,7.191,0.483,3,1.00E-10,0.12339292,0.482511,69,270,90,0,8774.608,0,0.5,Bending,14.9,11.6498,90,33.33
594,Aluminum,I-Beam,5.03,0.161,2.5,1.00E-10,0.01375663,0.161108,69,270,108,0,1173.899,0,0.5,Deflection,31.22,16.7669,88.4,32.74
595,Aluminum,I-Beam,8.411,0.422,3.5,1.00E-10,0.09441438,0.422067,69,270,77.143,0,5754.781,0,0.5,Bending,19.93,15.6176,77.143,28.57
596,Aluminum,I-Beam,19.396,0.301,2.5,1.00E-10,0.04800863,0.300969,69,270,108,0,4096.736,0,0.5,Deflection,64.44,64.6517,42.828,15.86
597,Aluminum,I-Beam,4.974,0.312,3.5,1.00E-10,0.05170582,0.312343,69,270,77.143,0,3151.593,0,0.5,Bending,15.93,7.3809,77.143,28.57
598,Aluminum,I-Beam,10.8,0.231,1.5,1.00E-10,0.02823249,0.2308,69,270,180,0,4015.288,0,0.5,Deflection,46.79,36.0005,58.981,21.84
599,Aluminum,I-Beam,15.222,0.185,1.5,1.00E-10,0.01818246,0.18522,69,270,180,0,2585.95,0,0.5,Deflection,82.19,50.7413,33.583,12.44
600,Aluminum,I-Beam,15.155,0.117,3.5,1.00E-10,0.00720477,0.116593,69,270,77.143,0,439.148,0,0.5,Deflection,129.98,50.5157,21.234,7.86
601,Aluminum,T-Beam,10.56,0.294,2.5,0.00110788,0.05415527,0.380903,69,270,108,118.988,4621.25,109.685,110.534,Deflection,35.87,35.1994,99.556,36.87
602,Aluminum,T-Beam,12.784,0.209,3,0.00028186,0.02731561,0.27052,69,270,90,29.34,1942.443,19.04,18.457,Deflection,61.15,42.6139,58.403,21.63
603,Aluminum,T-Beam,2.684,0.386,3,0.003263518,0.09294744,0.499014,69,270,90,877.297,6609.596,5002.619,881.544,Bending,6.96,1.5688,90,33.33
604,Aluminum,T-Beam,10.402,0.066,1.5,2.72E-06,0.00268203,0.084767,69,270,180,2.219,381.444,0.277,0.5,Deflection,158.79,34.6736,22.491,8.33
605,Aluminum,T-Beam,19.084,0.281,3,0.000917481,0.04928254,0.363363,69,270,90,47.631,3504.536,27.812,28.751,Deflection,67.96,63.6134,52.551,19.46
606,Aluminum,T-Beam,12.597,0.219,2.5,0.000338799,0.02994783,0.283255,69,270,108,41.018,2555.549,23.57,23.534,Deflection,57.55,41.9906,62.06,22.99
607,Aluminum,T-Beam,5.658,0.393,2.5,0.003513158,0.09643691,0.508295,69,270,108,527.717,8229.283,1211.542,493.906,Bending,14.4,8.215,108,40
608,Aluminum,T-Beam,12.391,0.44,2.5,0.005506112,0.12073049,0.568726,69,270,108,337.535,10302.335,395.913,369.308,Bending,28.19,35.2132,108,40
609,Aluminum,T-Beam,9.337,0.422,3,0.004696766,0.1115049,0.546564,69,270,90,331.341,7929.237,594.838,330.281,Bending,22.1,17.3357,90,33.33
610,Aluminum,T-Beam,19.93,0.077,3.5,5.12E-06,0.00368277,0.09933,69,270,77.143,0.799,224.474,0.142,0.5,Deflection,259.64,66.434,13.756,5.09
611,Aluminum,T-Beam,9.905,0.431,2.5,0.005098333,0.1161739,0.55789,69,270,108,398.586,9913.506,573.74,385.406,Bending,22.97,22.9365,108,40
612,Aluminum,T-Beam,2.554,0.487,3.5,0.008313121,0.14834623,0.630424,69,270,77.143,1593.048,9042.056,14067.479,1552.429,Bending,5.24,0.9642,77.143,28.57
613,Aluminum,T-Beam,18.675,0.059,3.5,1.74E-06,0.00214639,0.075831,69,270,77.143,0.379,130.828,0.055,0.5,Deflection,318.67,62.2496,11.207,4.15
614,Aluminum,T-Beam,13.6,0.419,1.5,0.004544121,0.10967798,0.542068,69,270,180,443.787,15598.645,271.214,274.957,Deflection,32.47,45.3349,110.004,40.74
615,Aluminum,T-Beam,7.018,0.145,1.5,6.49E-05,0.01310752,0.187394,69,270,180,35.533,1864.181,14.549,14.495,Deflection,48.46,23.3923,73.7,27.3
616,Aluminum,T-Beam,13.392,0.081,3.5,6.37E-06,0.00410704,0.104896,69,270,77.143,1.4,250.334,0.392,0.5,Deflection,165.21,44.641,21.618,8.01
617,Aluminum,T-Beam,15.562,0.396,1.5,0.003629266,0.09801755,0.512444,69,270,180,327.678,13940.274,165.453,168.354,Deflection,39.3,51.8723,90.886,33.66
618,Aluminum,T-Beam,13.045,0.09,1.5,9.63E-06,0.00504812,0.116295,69,270,180,4.569,717.955,0.625,0.633,Deflection,145.15,43.4829,24.605,9.11
619,Aluminum,T-Beam,15.017,0.176,3,0.000142071,0.01939313,0.227939,69,270,90,14.942,1379.067,6.955,6.815,Deflection,85.25,50.0556,41.894,15.52
620,Aluminum,T-Beam,8.279,0.1,3,1.47E-05,0.00624364,0.129334,69,270,90,4.951,443.993,2.372,2.362,Deflection,82.83,27.5959,43.118,15.97
621,Aluminum,T-Beam,12.387,0.364,3.5,0.002590183,0.0828056,0.471003,69,270,77.143,136.995,5047.198,186.374,137.119,Bending,34.03,30.3497,77.143,28.57
622,Aluminum,T-Beam,7.392,0.085,2,7.55E-06,0.00447195,0.109457,69,270,135,5.042,477.008,1.526,1.554,Deflection,87.39,24.6406,40.868,15.14
623,Aluminum,T-Beam,16.301,0.368,3,0.002711777,0.08472692,0.476436,69,270,90,125.698,6025.026,112.663,114.175,Deflection,44.27,54.3376,80.666,29.88
624,Aluminum,T-Beam,14.003,0.145,2,6.52E-05,0.01314074,0.187631,69,270,135,13.406,1401.678,3.672,3.589,Deflection,96.57,46.6779,36.981,13.7
625,Aluminum,T-Beam,7.058,0.412,2.5,0.004233838,0.10586724,0.532568,69,270,108,486.582,9034.005,938.275,487.452,Bending,17.15,12.2009,108,40
626,Aluminum,T-Beam,17.16,0.297,3.5,0.001148783,0.05514592,0.384371,69,270,77.143,53.743,3361.275,43.069,42.627,Deflection,57.77,57.2005,61.821,22.9
627,Aluminum,T-Beam,2.606,0.147,2.5,6.81E-05,0.01342904,0.189678,69,270,108,59.537,1145.945,110.74,58.01,Bending,17.78,4.6703,108,40
628,Aluminum,T-Beam,17.996,0.276,2,0.000861086,0.04774388,0.357646,69,270,135,72.246,5092.68,29.354,29.649,Deflection,65.11,59.9862,54.852,20.32
629,Aluminum,T-Beam,12.546,0.331,3,0.001774535,0.06853884,0.428512,69,270,90,118.832,4873.873,124.472,120.348,Bending,37.88,39.9236,90,33.33
630,Aluminum,T-Beam,10.337,0.156,3.5,8.65E-05,0.01513094,0.201339,69,270,77.143,12.822,922.267,8.935,9.53,Deflection,66.44,34.457,53.757,19.91
631,Aluminum,T-Beam,16.471,0.299,3,0.001173487,0.05573572,0.386421,69,270,90,66.373,3963.429,47.752,48.314,Deflection,55.16,54.9042,64.751,23.98
632,Aluminum,T-Beam,6.885,0.274,2,0.000825815,0.04675583,0.353926,69,270,135,182.994,4987.289,192.308,180.2,Bending,25.17,21.8397,135,50
633,Aluminum,T-Beam,4.409,0.333,2.5,0.001821031,0.06943096,0.431291,69,270,108,413.713,5924.775,1034.246,405.56,Bending,13.23,5.8788,108,40
634,Aluminum,T-Beam,3.849,0.135,3.5,4.91E-05,0.01140207,0.174778,69,270,77.143,22.524,694.983,36.589,21.485,Bending,28.5,7.8992,77.143,28.57
635,Aluminum,T-Beam,2.843,0.174,1.5,0.000136121,0.01898264,0.225514,69,270,180,152.847,2699.754,185.882,148.91,Bending,16.32,7.7934,180,66.67
636,Aluminum,T-Beam,3.834,0.212,2.5,0.00029866,0.0281179,0.274464,69,270,108,122.607,2399.394,224.299,126.747,Bending,18.08,6.986,108,40
637,Aluminum,T-Beam,12.17,0.44,3,0.005528037,0.12097063,0.569291,69,270,90,287.249,8602.356,412.078,289.512,Bending,27.66,28.2774,90,33.33
638,Aluminum,T-Beam,9.809,0.459,3,0.006576827,0.13194796,0.59456,69,270,90,405.986,9382.966,754.677,408.344,Bending,21.35,17.589,90,33.33
639,Aluminum,T-Beam,14.153,0.102,2,1.61E-05,0.00652933,0.13226,69,270,135,4.646,696.462,0.888,0.907,Deflection,138.46,47.1751,25.793,9.55
640,Aluminum,T-Beam,17.196,0.354,3.5,0.002320755,0.07838069,0.458246,69,270,77.143,90.875,4777.49,86.64,86.928,Deflection,48.56,57.3216,73.548,27.24
641,Aluminum,Box,14.835,0.35,1.5,0.00640685,0.0957747,0.349873,69,270,180,888.758,13621.29,321.402,315.055,Deflection,42.4,49.4494,65.093,24.11
642,Aluminum,Box,14.17,0.475,1.5,0.02172773,0.17637446,0.474792,69,270,180,2325.279,25084.368,1194.667,1180.555,Deflection,29.84,47.2332,92.479,34.25
643,Aluminum,Box,3.897,0.402,3,0.011146282,0.12632623,0.401821,69,270,90,2562.819,8983.199,8104.654,2376.357,Bending,9.7,4.1072,90,33.33
644,Aluminum,Box,17.585,0.264,2,0.002082747,0.0546068,0.264185,69,270,135,242.094,5824.725,74.359,74.292,Deflection,66.56,58.6159,41.465,15.36
645,Aluminum,Box,13.42,0.397,1.5,0.010605027,0.12322091,0.396851,69,270,180,1433.758,17524.752,650.129,674.219,Deflection,33.82,44.7321,81.62,30.23
646,Aluminum,Box,17.306,0.145,1.5,0.000191085,0.01654023,0.145397,69,270,180,54.676,2352.389,7.044,6.976,Deflection,119.03,57.6875,23.188,8.59
647,Aluminum,Box,17.656,0.379,1.5,0.008796077,0.11222072,0.378723,69,270,180,947.139,15960.28,311.52,317.578,Deflection,46.62,58.8525,59.203,21.93
648,Aluminum,Box,2.647,0.228,3,0.001147948,0.04054055,0.22763,69,270,90,685.895,2882.883,1808.912,701.448,Bending,11.63,3.3455,90,33.33
649,Aluminum,Box,15.295,0.192,3,0.000581431,0.0288521,0.192032,69,270,90,71.266,2051.705,27.44,27.554,Deflection,79.65,50.9825,34.653,12.83
650,Aluminum,Box,10.427,0.311,3.5,0.003980777,0.075494,0.310629,69,270,77.143,379.255,4601.539,404.238,375.388,Bending,33.57,32.608,77.143,28.57
651,Aluminum,Box,7.173,0.216,1.5,0.000922188,0.0363361,0.215504,69,270,180,429.511,5167.801,197.853,200.906,Deflection,33.29,23.9112,82.916,30.71
